Date time,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Resource_Allocation
2023-07-27 05:09:59,USER_5794,,Invalid,269,42,20
2023-10-13 22:07:03,USER_1930,Inconnu,-87,115,89,1
2023-09-10 22:54:14,USER_4674,Streaming,-100,49,52,-50
2022-05-22 08:19:32,USER_3327,Appel Vidéo,-42,199,66,98
2022-11-24 16:01:44,USER_5376,Appel Vidéo,-102,117,35,7
2023-09-15 00:41:14,USER_7642,IoT,-75,5000,89,
N/A,USER_2062,Inconnu,-42,157,82,54
2022-10-24 02:09:05,USER_3658,,-62,42,56,
2022-08-17 06:50:55,,Inconnu,-97,Error,21,50
2024-04-19 20:00:02,USER_1411,Navigation,-70,33,,98
2024-03-18 22:13:46,USER_8733,,-200,231,89,60
2022-12-24 12:15:24,USER_1155,Navigation,-46,170,48,38
2024-03-05 21:42:00,USER_6052,Inconnu,999,30,12,1
2024-09-05 09:58:08,USER_7164,Navigation,-72,,19,36
2023-03-21 10:31:22,USER_9724,Navigation,-68,6,81,70
2024-12-04 05:21:09,USER_8751,Navigation,-72,87,-5,87
2022-03-21 17:32:16,USER_5558,Appel Vidéo,,223,68,81
2023-11-28 14:31:48,USER_1004,Appel Vidéo,-82,199,30,45
2023-01-07 18:09:52,USER_4783,Streaming,-99,51,55,-50
2023-04-11 23:48:23,USER_6910,Streaming,-82,126,53,80
2023-01-01 01:03:28,USER_4329,Inconnu,-54,248,18,150
2023-09-10 10:25:02,USER_2808,Inconnu,-54,179,57,56
2024-03-17 13:34:22,Duplicate,Inconnu,-115,,72,37
2022-06-23 02:47:00,USER_5376,IoT,-48,292,33,83
2023-03-04 21:17:32,USER_6753,Appel Vidéo,Invalid,285,45,71
2022-03-18 12:45:41,USER_9602,Navigation,-78,,33,62
2022-01-09 07:11:55,USER_9082,IoT,-93,40,85,98
2023-12-18 16:22:30,USER_6109,,-109,79,28,30
2023-12-08 14:36:35,USER_1557,,-109,299,70,70
2023-04-17 21:50:41,USER_2986,Navigation,-95,85,24,19
2024-07-30 03:11:17,USER_4745,Navigation,-71,16,23,91
2022-02-21 19:25:19,USER_2274,,-119,Error,-5,21
2024-07-15 04:56:38,USER_6203,IoT,-104,224,26,84
2022-11-15 13:47:23,USER_7418,Navigation,-59,222,73,13
2024-02-10 08:44:58,USER_5520,Inconnu,-55,147,17,25
2023-11-07 07:25:56,USER_6802,Streaming,-77,199,100,40
2024-03-23 08:35:08,USER_3828,Inconnu,-82,41,73,65
2023-07-12 14:15:21,USER_8787,IoT,-88,19,45,77
2022-03-04 16:29:02,USER_1193,Navigation,-86,Error,14,6
2023-06-05 09:25:03,USER_6263,Streaming,-110,145,78,16
2023-01-13 11:48:20,USER_6815,Streaming,-105,78,22,19
2024-06-04 07:36:27,USER_3324,IoT,-92,150,-5,Corrupt
Invalid,USER_7901,,-78,106,63,74
,USER_2603,IoT,-68,279,54,25
Invalid,USER_6617,Navigation,-47,244,96,8
2024-07-28 20:08:41,USER_5999,Appel Vidéo,-87,60,,34
2024-02-10 21:59:35,USER_9003,Streaming,-84,285,75,42
2023-05-22 16:14:16,USER_5973,Navigation,-93,261,28,100
2023-07-23 08:09:31,USER_7297,Appel Vidéo,-63,173,8,68
2024-01-12 19:16:50,USER_5570,IoT,-84,174,2,23
2023-03-31 08:00:18,USER_1817,IoT,999,207,86,71
2023-07-19 01:05:44,USER_1473,Inconnu,-99,236,38,76
2024-07-27 04:40:00,USER_6110,Inconnu,-107,21,84,79
2023-02-22 18:52:46,USER_9204,,-106,283,25,
2024-09-12 23:37:56,USER_3536,Navigation,-62,95,6,92
2024-07-25 13:34:46,USER_6244,IoT,-102,Error,82,20
2024-10-16 14:55:20,Duplicate,IoT,-115,127,89,150
2022-06-17 19:14:17,USER_1991,Streaming,-54,184,78,85
2024-01-01 19:10:49,USER_5213,IoT,,76,44,56
2023-06-21 13:21:55,USER_7917,Streaming,-51,201,97,54
2022-04-16 09:29:29,,Inconnu,-79,Error,N/A,63
2023-06-02 19:53:59,,IoT,-77,166,60,47
2022-04-29 23:09:25,USER_7136,,-42,224,82,65
2022-09-24 04:43:10,Duplicate,Appel Vidéo,-56,-10,9999,3
2024-07-03 23:25:59,USER_7314,,-103,126,97,56
2022-09-10 14:05:01,USER_6577,Appel Vidéo,-118,226,93,89
2024-12-04 04:56:31,USER_8654,Inconnu,-87,141,86,6
2022-09-11 04:22:32,USER_5703,Appel Vidéo,-70,203,16,62
2023-02-01 00:32:25,USER_1168,Inconnu,-61,174,99,39
2022-12-22 03:25:48,USER_7316,IoT,-97,47,9999,10
2023-12-26 04:55:00,USER_1952,Streaming,-106,125,66,3
2022-05-17 05:02:22,USER_4324,IoT,-55,197,21,Corrupt
2024-02-17 20:52:48,USER_1364,Streaming,-79,-10,31,77
2024-12-07 02:29:34,USER_2741,Streaming,-44,220,52,61
2024-03-27 15:19:59,Duplicate,,-53,Error,86,62
2024-07-23 14:11:34,USER_9334,Appel Vidéo,-61,274,42,Corrupt
2024-06-19 02:06:42,USER_2158,Appel Vidéo,999,144,4,99
2023-08-17 17:53:05,USER_3904,Appel Vidéo,-48,233,9,34
2024-10-23 00:15:48,USER_4718,Navigation,-66,109,39,35
2024-06-03 03:58:17,USER_1275,Navigation,-113,Error,7,46
2022-11-13 07:31:53,USER_6570,IoT,-108,289,8,26
2022-12-22 14:41:09,USER_7429,,-91,161,40,89
2024-01-13 23:37:31,USER_7166,Appel Vidéo,-45,120,N/A,47
2022-11-10 13:16:23,USER_2130,Navigation,-118,86,77,-50
2024-08-17 03:16:09,USER_3278,Appel Vidéo,-108,198,68,150
2023-10-20 20:25:15,USER_5723,,-42,284,36,-50
Invalid,USER_3025,Inconnu,-86,131,25,74
2024-09-22 19:13:00,USER_8887,IoT,Invalid,,91,72
Invalid,USER_9884,Inconnu,-106,258,3,88
2022-09-12 12:36:09,USER_8675,Navigation,-48,283,88,99
2022-10-01 02:47:48,USER_9394,Navigation,-48,190,N/A,89
2022-08-06 18:26:59,USER_5918,IoT,-111,91,35,75
2023-11-24 05:00:39,USER_3251,Streaming,-100,208,86,44
2022-02-26 11:22:22,USER_9339,Streaming,-111,276,20,13
2022-04-30 05:30:39,USER_6970,Appel Vidéo,-72,5,100,37
,Duplicate,Navigation,-78,152,28,58
2024-06-04 20:59:05,USER_2768,IoT,-69,212,-5,19
2024-10-09 05:11:21,USER_9099,,-93,,36,70
2022-01-09 05:27:05,123ABC,Navigation,-107,108,83,76
Invalid,USER_5376,,-65,-10,81,-50
2022-03-17 22:45:34,USER_3681,IoT,-43,293,58,42
2022-06-15 21:20:55,USER_2207,Inconnu,-42,15,54,69
2022-10-13 23:03:01,USER_4183,IoT,-94,-10,78,25
2023-12-23 00:23:27,USER_2150,Inconnu,Invalid,5000,58,Corrupt
2023-04-12 11:07:04,USER_6428,,-200,144,,-50
2024-09-10 07:09:42,USER_6406,IoT,-46,171,43,93
2022-05-14 01:21:05,Duplicate,Streaming,999,274,75,79
2022-03-13 16:31:32,USER_5463,IoT,-55,51,95,74
2023-12-25 16:11:29,,IoT,-108,75,23,60
2022-04-24 19:42:46,USER_9973,,-43,9,76,21
2022-11-23 21:15:15,USER_1991,Streaming,-57,5000,44,48
2023-09-20 00:59:10,123ABC,Appel Vidéo,-73,251,21,Corrupt
2022-01-15 14:36:34,USER_9547,,-105,79,46,92
Invalid,USER_7378,Appel Vidéo,-120,171,99,-50
2024-11-30 03:50:10,USER_6875,Navigation,-103,176,59,85
2023-05-16 19:58:13,USER_5619,,-88,6,7,27
2022-08-14 22:05:11,USER_6549,Appel Vidéo,-95,,N/A,40
2023-12-17 11:51:04,USER_2244,Appel Vidéo,-78,10,69,
2022-08-22 02:29:07,USER_2148,Streaming,-40,65,38,52
2022-01-10 03:16:22,USER_3797,Navigation,-105,298,13,89
2023-03-29 02:58:39,USER_9071,Inconnu,-62,39,65,22
2024-05-14 10:34:21,USER_3808,Navigation,-200,Error,13,94
2023-07-14 00:26:34,USER_8828,Appel Vidéo,-67,136,62,23
2022-05-22 20:53:01,USER_6102,Appel Vidéo,999,134,9999,72
2023-09-16 02:54:36,123ABC,Navigation,-108,63,9,59
2022-06-01 19:49:12,USER_7698,Inconnu,-68,218,,20
2022-11-14 12:42:34,USER_3096,,-88,275,,22
2023-02-17 15:14:42,USER_6357,Streaming,999,168,42,53
2024-10-18 04:47:27,USER_9874,Navigation,-40,93,34,64
2023-03-10 13:51:39,USER_7122,Appel Vidéo,-91,62,60,54
2023-01-31 17:38:14,USER_7012,IoT,-40,289,9999,59
2022-02-28 17:03:12,USER_8570,,-71,67,10,53
2022-09-24 21:42:40,USER_2268,IoT,-78,217,9999,77
2022-02-12 02:23:34,USER_4496,Navigation,-62,108,32,48
2022-01-08 12:30:51,Duplicate,Streaming,-106,282,45,38
2023-12-02 12:00:31,Duplicate,,-106,,78,71
2024-08-26 03:08:06,USER_3301,Inconnu,Invalid,233,28,33
2023-06-07 22:22:53,USER_6819,,-91,86,9999,33
2021-12-26 19:13:24,USER_2525,Appel Vidéo,Invalid,228,,12
2023-04-18 03:15:19,USER_7395,Streaming,-42,5000,15,2
2022-06-29 16:22:17,USER_6476,Appel Vidéo,-108,114,78,76
2021-12-20 16:40:53,,Inconnu,,Error,20,8
2022-10-03 16:39:14,USER_8377,,-78,117,N/A,33
2024-08-04 08:38:36,USER_1444,Inconnu,-90,231,11,27
2024-05-26 08:43:23,USER_1151,,-47,88,21,84
2023-06-01 20:38:48,USER_8610,Navigation,-94,178,42,89
2023-06-22 20:39:36,USER_9832,Streaming,-68,228,79,80
2024-06-05 02:41:01,USER_2985,,-113,104,3,93
2023-11-15 01:26:31,USER_9447,Appel Vidéo,-107,92,99,51
2023-02-16 22:32:53,USER_3688,Appel Vidéo,-98,,,25
2024-04-04 09:31:34,USER_1229,Appel Vidéo,-45,,95,4
2023-08-17 10:48:07,USER_2491,IoT,-44,5000,61,Corrupt
2023-05-19 13:50:14,USER_4424,Navigation,-54,139,60,15
2024-01-17 08:32:07,123ABC,,Invalid,279,33,68
2022-01-30 02:21:02,USER_2428,IoT,Invalid,148,64,44
2023-09-23 21:03:42,USER_6141,IoT,-119,189,85,77
2022-04-13 09:10:28,USER_3514,,-84,-10,73,78
2021-12-24 12:56:38,USER_5150,Appel Vidéo,-55,140,-5,15
2024-03-26 03:36:13,USER_6195,Appel Vidéo,-108,74,33,75
2024-08-27 17:50:00,,,-41,70,N/A,54
2022-03-03 19:57:12,,IoT,-74,261,N/A,57
2022-04-04 02:33:42,USER_4678,Appel Vidéo,-200,256,,27
2022-02-05 09:51:03,USER_2775,,-105,124,15,84
2023-08-31 06:39:11,USER_4874,IoT,-51,6,90,54
2023-11-15 16:16:39,USER_9524,,-115,256,59,95
2023-06-07 18:59:31,USER_6821,Streaming,-200,289,53,34
2022-10-07 10:45:50,USER_9029,Appel Vidéo,999,231,21,79
2022-09-11 20:30:58,USER_8853,,-58,217,57,78
2022-11-19 23:48:05,USER_9696,Appel Vidéo,-97,86,37,88
N/A,USER_4831,Inconnu,-60,,9999,150
2024-12-02 17:03:57,USER_9466,Inconnu,-43,83,7,44
2024-07-01 20:05:54,USER_7054,Navigation,-45,5000,3,18
2021-12-25 05:43:45,USER_3113,IoT,-75,107,1,23
2022-02-23 08:38:08,USER_4899,,-64,83,N/A,37
2022-09-27 03:41:00,USER_6654,Streaming,-59,50,3,9
2022-05-31 09:42:44,USER_1621,IoT,-45,217,63,83
2023-10-04 07:25:43,USER_3373,IoT,-41,5000,73,84
2022-08-25 13:33:14,USER_1291,,-200,45,-5,24
2024-06-11 15:51:09,USER_5320,Appel Vidéo,-86,226,N/A,92
2024-06-30 00:04:32,Duplicate,Appel Vidéo,-90,25,20,71
2023-07-26 20:11:24,USER_1844,IoT,-72,29,1,77
2022-08-05 23:30:18,USER_9844,Streaming,-200,33,32,68
2022-08-25 03:00:11,USER_6986,,-82,94,92,48
2024-12-01 21:35:59,USER_6569,Appel Vidéo,,106,43,73
2024-02-03 07:55:22,USER_8351,Inconnu,-119,70,34,12
2022-06-06 02:57:10,USER_9545,Streaming,999,103,87,19
2024-02-18 14:35:25,USER_5972,Streaming,-74,120,83,2
2023-12-24 14:40:58,USER_8434,Navigation,-57,73,83,72
2023-06-20 05:02:00,USER_7548,Navigation,-53,35,1,23
2024-05-20 18:31:00,123ABC,IoT,Invalid,194,54,9
2024-10-13 03:49:34,USER_9257,Navigation,-52,61,9999,90
2022-12-12 14:10:07,USER_7568,,-71,25,51,Corrupt
2023-04-26 19:17:21,USER_6274,Appel Vidéo,-107,182,9999,23
2023-05-05 06:52:49,USER_8223,Appel Vidéo,-55,5000,30,40
2022-04-05 04:43:30,USER_5817,Navigation,,Error,57,8
2024-03-06 00:43:50,USER_1456,Appel Vidéo,-53,177,76,25
2023-02-03 14:54:03,USER_1009,Navigation,-85,206,71,62
2024-11-17 14:33:39,USER_3894,Inconnu,-110,178,70,71
2022-01-11 18:33:59,USER_7799,,-110,36,42,20
2024-02-24 10:44:07,USER_8238,,-119,204,-5,74
2023-04-06 12:20:02,USER_9326,Navigation,-105,157,3,93
2022-11-03 02:10:37,USER_3953,IoT,-200,37,5,93
2023-01-02 17:18:37,USER_5824,IoT,-41,110,79,17
2023-07-14 15:09:58,USER_4951,Navigation,-56,120,74,48
2022-02-02 22:30:27,USER_6804,,-49,70,26,9
2022-04-24 05:02:23,USER_2517,IoT,-119,167,9999,27
2023-12-03 14:17:50,USER_4557,Navigation,-100,45,95,68
N/A,USER_3331,Appel Vidéo,-60,75,52,7
2022-03-25 10:14:03,USER_5753,Streaming,-117,42,70,28
2022-07-17 05:55:22,USER_4791,Inconnu,-80,-10,37,30
2023-04-16 13:11:59,USER_7366,IoT,-68,252,81,10
2023-07-24 00:36:21,USER_4914,Appel Vidéo,Invalid,93,57,91
2024-05-19 02:22:46,USER_8275,Navigation,-200,177,100,81
2023-06-12 05:10:08,USER_1666,Inconnu,-59,-10,80,150
2024-01-17 06:36:32,USER_8380,,,190,N/A,21
2022-09-30 08:26:46,USER_1080,Navigation,,52,60,
2023-03-17 21:21:45,USER_4842,Navigation,-90,279,60,5
2024-09-01 16:38:39,Duplicate,Appel Vidéo,-55,173,-5,31
2024-11-01 00:53:45,USER_6906,Appel Vidéo,-103,271,36,17
2024-09-13 17:40:13,USER_3850,,-114,166,95,95
2022-07-16 14:16:08,USER_2183,Appel Vidéo,-117,240,51,52
2024-10-30 02:36:44,USER_6301,Navigation,-84,232,37,29
2024-03-09 06:13:38,USER_6392,Inconnu,-64,5000,94,74
2022-05-16 09:13:12,USER_2096,Appel Vidéo,-113,8,57,9
2022-06-16 15:48:37,USER_5513,Streaming,-86,135,50,14
2023-01-12 07:25:21,USER_1500,Appel Vidéo,-44,48,90,4
2024-08-30 08:52:46,USER_7485,Streaming,-108,114,29,4
2023-06-18 23:19:57,USER_3579,Streaming,-120,190,17,28
2022-01-11 19:19:49,123ABC,IoT,-77,-10,63,Corrupt
2024-09-02 09:51:44,USER_9292,Streaming,,231,63,48
2022-02-13 09:48:47,USER_7589,IoT,-200,228,33,37
2024-01-18 23:44:59,USER_4260,Streaming,-99,269,45,38
2023-10-19 19:50:14,USER_7836,IoT,-87,60,66,44
2021-12-27 02:09:34,USER_1891,IoT,,Error,85,40
2023-06-20 05:27:34,USER_2434,Navigation,-71,156,86,0
2023-04-29 09:48:11,USER_6885,Navigation,-111,79,32,74
2023-08-31 11:20:37,USER_1767,Appel Vidéo,-83,32,N/A,33
2024-05-07 03:11:18,USER_4899,IoT,-78,Error,54,47
2022-05-07 20:12:06,USER_7244,Inconnu,-108,19,84,76
2024-08-30 14:16:44,123ABC,,-85,-10,9999,
2024-09-23 17:39:08,USER_5932,Inconnu,-94,49,93,45
2024-08-04 18:40:34,USER_2868,Streaming,-200,236,85,
2024-07-21 15:13:57,,Navigation,-62,-10,33,150
2024-04-24 05:43:19,USER_3504,IoT,-92,170,28,0
2024-09-17 12:37:39,USER_5747,Appel Vidéo,-102,243,55,72
2024-10-25 13:19:53,USER_6434,Navigation,-77,284,45,150
N/A,USER_5674,Appel Vidéo,-53,69,,150
2024-10-24 15:02:07,USER_5626,,999,-10,11,93
2024-10-25 16:57:18,USER_3992,Streaming,-72,,-5,71
2022-02-08 07:54:37,USER_7788,Navigation,999,79,71,55
2024-06-25 15:08:42,USER_7561,Navigation,-83,5000,60,92
2023-03-09 22:55:24,USER_6030,,,199,13,17
2023-02-24 00:14:51,USER_6357,Navigation,-110,145,18,98
2023-05-07 22:08:38,USER_8364,Streaming,-91,198,39,
2023-08-05 06:29:32,USER_3502,Appel Vidéo,-74,244,50,29
2023-04-20 07:28:56,USER_5336,IoT,-92,112,45,150
2022-04-07 21:42:13,USER_7262,Appel Vidéo,-85,105,88,59
2024-02-16 08:34:08,USER_3203,IoT,-56,96,98,12
2022-03-29 11:56:31,USER_6920,,-69,216,68,55
2023-05-22 21:30:07,USER_2925,Streaming,-93,213,54,25
2024-03-13 16:42:34,USER_8599,Streaming,-98,43,34,100
2024-12-08 14:00:45,USER_8590,Streaming,-109,,72,28
N/A,USER_9397,Inconnu,-78,215,16,27
2023-02-10 17:46:06,USER_3912,Appel Vidéo,-106,126,51,Corrupt
2022-04-04 03:20:27,USER_5026,Appel Vidéo,-91,20,13,19
2022-10-29 10:36:38,123ABC,Streaming,-64,Error,92,70
2022-02-20 02:28:56,USER_9104,Streaming,-110,258,29,14
2022-07-14 15:52:24,Duplicate,Inconnu,-58,109,43,46
2023-11-17 04:23:10,USER_9368,Appel Vidéo,-120,196,56,43
2022-01-07 01:11:00,USER_5820,,-59,277,81,0
2024-07-15 21:55:45,USER_7850,Navigation,-68,90,11,150
2022-11-11 04:19:31,USER_3868,Inconnu,-64,5000,80,36
2024-02-21 16:04:45,123ABC,,-111,191,N/A,9
2023-10-01 05:13:10,USER_9435,Navigation,-99,287,16,18
2024-07-24 19:30:39,USER_9074,Inconnu,-114,200,95,14
2023-12-29 08:38:25,USER_4346,IoT,-70,210,71,
2023-04-23 23:29:50,USER_6533,Inconnu,-51,34,63,62
2024-08-01 19:23:53,USER_4063,IoT,-61,235,74,0
2023-01-20 16:53:29,USER_6602,Inconnu,-102,148,88,-50
2023-12-05 16:37:42,USER_1398,Inconnu,-56,15,92,
2024-03-31 20:14:35,USER_8217,Navigation,-106,256,50,46
2023-09-03 06:03:41,USER_2044,,-110,243,84,24
,USER_2753,,-87,255,94,91
2023-11-22 15:29:44,123ABC,,Invalid,209,86,53
2022-04-08 08:40:02,USER_2902,Appel Vidéo,999,-10,28,150
2022-12-09 12:15:07,USER_5436,,-116,297,38,26
2022-08-12 23:13:21,USER_1588,Streaming,-61,112,68,Corrupt
2023-04-02 12:52:22,USER_1794,Navigation,999,136,15,37
2022-04-26 16:45:42,Duplicate,Appel Vidéo,-75,89,40,53
2022-12-06 00:52:38,123ABC,Inconnu,-119,52,59,31
2023-11-03 22:08:55,USER_7127,Appel Vidéo,-120,91,70,9
2022-08-11 03:25:46,USER_1477,Streaming,-200,206,24,
2022-11-13 21:10:29,USER_4095,Streaming,-200,275,50,80
2024-10-06 15:07:56,USER_2982,Streaming,-114,182,30,Corrupt
2023-06-16 22:24:43,USER_6022,Inconnu,-68,143,92,37
2024-08-31 23:11:32,USER_2416,IoT,-77,180,57,25
2024-09-24 17:23:58,USER_1286,,-81,168,45,61
2022-05-08 20:54:19,USER_7117,IoT,-69,108,60,100
2024-08-29 21:59:14,USER_3374,,-82,5,91,10
2023-03-13 22:47:24,USER_6135,Appel Vidéo,-90,241,31,28
2022-12-24 15:32:41,USER_7948,Navigation,-200,278,35,72
2023-02-07 07:26:20,USER_6317,,-50,34,73,51
2023-05-31 00:20:05,USER_5869,IoT,-109,29,54,85
2023-10-10 21:46:33,USER_3167,Inconnu,-58,5000,N/A,64
2023-08-13 10:50:27,USER_6058,IoT,-78,230,17,41
2023-03-12 22:59:23,USER_3105,Appel Vidéo,,19,35,52
2023-12-24 20:28:03,Duplicate,,-68,221,36,0
2024-04-17 02:51:18,USER_7775,Streaming,-65,14,67,Corrupt
2022-12-19 11:41:19,USER_8801,,-94,17,10,-50
2023-11-22 07:40:52,USER_4382,IoT,-85,5000,89,28
Invalid,,Navigation,-76,174,73,86
2022-06-29 05:13:09,USER_2530,Inconnu,-68,Error,39,Corrupt
2024-02-08 00:10:06,USER_3163,IoT,-102,216,45,23
2022-11-28 08:20:29,USER_9379,Navigation,-89,27,59,69
2024-04-28 21:02:18,USER_6473,Streaming,-78,239,22,80
2024-03-11 10:37:28,Duplicate,Streaming,-42,19,13,53
2024-03-06 19:58:13,USER_4165,,-47,,9,82
2023-10-22 02:25:47,123ABC,Appel Vidéo,-98,-10,3,34
2022-06-08 02:32:13,USER_5748,Inconnu,-64,-10,39,1
2024-08-13 14:50:28,USER_1059,Inconnu,-78,195,100,13
2022-06-11 03:26:28,USER_5735,Appel Vidéo,Invalid,227,15,Corrupt
2024-07-26 06:54:34,USER_4889,,-63,30,79,24
2022-11-28 03:42:02,USER_4205,Navigation,-67,12,42,77
Invalid,USER_8697,Navigation,-93,215,50,89
2023-01-15 12:46:28,USER_2969,IoT,,111,99,34
2023-06-09 20:43:42,USER_7088,,-59,30,48,52
2024-09-28 16:48:10,USER_3211,Navigation,-100,115,50,94
2022-04-02 12:16:51,USER_9190,Appel Vidéo,-111,101,21,67
2022-04-03 22:58:41,USER_9007,Appel Vidéo,,182,85,Corrupt
2023-04-17 19:59:02,USER_3850,Streaming,-46,Error,26,150
2023-12-13 06:53:15,USER_9057,Appel Vidéo,-58,70,6,78
2024-01-12 14:55:46,USER_4994,,-89,59,50,40
2023-02-12 07:32:44,USER_1821,Streaming,-50,194,N/A,22
2023-02-04 13:19:24,USER_8579,Navigation,-73,22,4,55
2024-02-28 02:48:27,USER_1819,,-56,53,76,44
2022-06-24 17:14:48,USER_4964,Navigation,-109,5000,94,150
2024-07-10 10:07:14,USER_1356,Navigation,-57,249,94,89
2022-07-24 13:43:47,USER_8921,,,110,60,100
N/A,USER_2402,,-90,58,15,99
2023-08-01 11:50:05,USER_9708,Inconnu,-79,28,26,60
2023-06-26 18:35:10,USER_1077,Inconnu,999,222,N/A,48
2022-02-17 02:07:53,USER_3048,Navigation,-102,26,81,60
2024-11-22 17:17:03,USER_5907,,-63,-10,46,22
2022-04-20 10:45:47,USER_5673,Inconnu,-107,138,84,46
2022-09-20 16:28:52,USER_3075,IoT,,7,9999,27
2021-12-25 16:22:00,USER_8324,Navigation,-106,98,,18
N/A,USER_7149,Navigation,-83,70,81,82
2022-12-20 22:15:27,USER_6328,Streaming,-111,94,86,3
2023-05-02 22:47:44,USER_7012,Appel Vidéo,,33,31,67
2022-11-14 13:44:01,USER_8421,Navigation,-90,Error,44,52
2022-10-14 23:00:02,USER_5246,Navigation,-76,205,24,45
2024-09-12 03:50:07,USER_5248,Inconnu,-82,62,19,46
Invalid,USER_1825,Inconnu,-96,265,N/A,95
2024-05-17 04:07:48,USER_2263,Navigation,-53,99,50,3
2022-07-21 13:24:01,USER_1256,Inconnu,-72,60,N/A,57
2023-08-03 09:17:30,USER_9794,IoT,-86,144,51,64
2022-04-06 17:17:12,USER_3461,Inconnu,999,193,51,2
2022-11-02 15:17:49,USER_2652,Navigation,-52,Error,35,4
2024-06-24 03:58:29,USER_8513,Inconnu,-45,131,5,23
2022-11-15 15:11:44,,Navigation,-94,289,97,39
2024-07-25 12:25:20,Duplicate,Navigation,-54,42,96,23
2023-10-26 01:59:07,USER_6708,Inconnu,-48,30,18,98
2022-12-26 14:59:03,USER_3379,,-58,137,N/A,Corrupt
2024-01-07 02:40:06,USER_9603,Navigation,-43,,22,22
2023-04-01 00:43:12,USER_6984,Navigation,-46,-10,94,65
2024-12-04 11:46:04,USER_8663,Navigation,-101,98,1,58
2023-01-11 07:59:38,USER_3588,Navigation,,27,31,46
2022-04-04 18:35:36,USER_3097,Navigation,-96,5000,85,20
,USER_4515,Streaming,-200,95,97,97
2022-04-14 10:50:53,USER_7512,Navigation,-71,78,18,39
2024-04-09 13:02:43,,,-114,69,64,12
2023-12-30 04:06:55,USER_2196,Navigation,-90,5000,9999,-50
2022-11-06 15:13:46,123ABC,IoT,-68,53,60,17
2022-01-11 03:51:50,,Appel Vidéo,-93,Error,14,95
2024-02-12 01:53:48,USER_3000,Streaming,-200,156,50,3
2023-11-26 14:46:21,USER_2654,Inconnu,-86,154,15,66
2022-02-26 00:09:52,USER_3360,Navigation,-116,266,17,68
2023-05-27 00:25:07,USER_7705,,-48,169,31,-50
2023-12-26 09:53:59,123ABC,Inconnu,Invalid,99,26,7
2021-12-27 20:07:53,USER_3061,Appel Vidéo,-109,5000,29,81
2022-10-17 06:00:02,USER_6766,IoT,-42,98,-5,0
2021-12-16 21:27:05,USER_8762,Appel Vidéo,-107,266,1,64
2022-01-28 21:27:54,USER_5609,Appel Vidéo,-85,216,44,42
2023-06-23 13:09:12,USER_6342,Streaming,-69,5000,23,53
2024-06-29 07:46:59,USER_7936,Appel Vidéo,-50,153,39,Corrupt
2022-07-27 22:26:18,USER_2644,Streaming,-96,117,40,52
2024-11-26 22:48:30,USER_3390,Navigation,-74,207,90,17
2023-04-02 08:12:00,USER_3018,IoT,-118,49,32,45
2021-12-22 02:22:14,USER_5718,Streaming,,5000,29,73
2024-03-20 02:43:24,USER_9422,,-99,7,38,150
2024-08-14 00:01:47,USER_5152,,-58,251,2,23
2022-02-16 19:56:44,USER_9526,,-41,-10,32,52
2024-06-13 12:15:19,USER_1468,Inconnu,-200,241,36,150
2024-07-14 14:49:06,USER_8853,Inconnu,-74,297,88,93
2022-04-11 14:00:17,USER_6376,Appel Vidéo,-94,155,40,70
2022-03-13 23:22:37,USER_3322,Navigation,-59,203,48,54
2023-06-03 21:29:18,USER_7315,Inconnu,-113,23,17,15
2023-10-12 05:26:27,USER_6535,Streaming,-103,241,85,84
2024-10-21 20:02:42,USER_8659,Inconnu,-200,135,13,71
2022-05-28 08:33:03,USER_8400,Inconnu,-90,,47,48
2024-07-08 17:47:59,USER_1272,Navigation,-59,176,72,70
2024-11-26 14:18:52,USER_9562,Inconnu,-119,55,94,54
2024-05-16 11:00:15,,Appel Vidéo,-68,-10,-5,
,USER_8306,Inconnu,-98,5000,9999,30
2022-11-23 20:22:55,USER_3406,Streaming,-43,268,59,65
2022-06-08 20:42:47,USER_9786,Inconnu,-110,191,13,48
2023-11-27 15:11:51,USER_2317,IoT,-117,272,69,-50
2024-08-28 06:32:58,USER_7100,Streaming,-101,,92,70
2022-10-17 02:40:54,USER_1582,Streaming,-59,48,32,
2024-09-02 02:42:41,USER_5253,Inconnu,-67,5000,56,94
2022-09-11 11:04:28,,IoT,-41,-10,19,20
2023-02-21 00:54:35,USER_1681,Streaming,Invalid,204,39,88
2023-10-05 11:18:43,USER_1773,Inconnu,-105,77,67,23
2023-08-29 20:10:56,USER_1446,,-55,234,35,49
2022-10-12 11:17:39,USER_9288,Inconnu,-87,5000,98,66
2024-10-11 23:29:31,USER_9679,Navigation,999,244,91,66
2023-03-14 09:04:23,USER_7815,Navigation,-115,13,51,96
2023-01-16 13:19:59,USER_4036,Appel Vidéo,-120,71,96,18
2022-01-02 21:10:33,USER_3077,Streaming,-46,145,46,80
2022-01-04 13:09:30,USER_7645,IoT,-79,235,68,61
2022-04-03 18:15:04,USER_6709,Appel Vidéo,-99,282,N/A,31
2024-02-07 07:45:13,123ABC,Inconnu,-200,242,9999,0
2022-09-23 18:07:53,USER_7237,IoT,-90,,55,25
2024-04-08 17:17:35,USER_2693,Appel Vidéo,-57,219,46,67
2022-03-06 16:32:37,USER_9739,Appel Vidéo,-46,202,31,150
,USER_5102,,-70,36,9999,79
