Date,Id_utilisateur,Emplacement,Type_d'application,Force_du_signal,Latence,Satisfaction_des_utilisateurs,Vitesse_de_téléchargement,Débit_montant,Allocation_des_ressources,puissance_du_signal,inverse_latence,Performance_réseaux
2021-01-03 16:21:00,RM7RF1TH,"New York, NY",Téléchargement de Fichiers,-69.70264649636609,216.90148484654372,2.0,0.6291139143437313,0.26620928840538743,0.4277275531198189,0.4411879964773525,0.00672994830791682,0.19889235892372015
2022-04-30 07:29:39,W6DEVQ31,"Los Angeles, CA",Téléchargement de Fichiers,-106.32096616152953,188.7143242470356,4.0,0.5030778841158403,0.24643451977267936,0.7200527385454483,0.8483935982514175,0.010375080749985843,0.16532841918235844
2019-11-03 10:54:16,GMGPTMM5,"New York, NY",Streaming Vidéo,-116.99596923697322,139.99747537353974,3.0,0.39948484805476536,0.46928069402806905,0.4838881835637303,0.9671025147452417,0.02013583757424996,0.17529727551146418
2021-01-19 22:49:34,ONKLTJSD,"Phoenix, AZ",Réseaux Sociaux,-57.86096271255867,90.0214680341605,4.0,0.8128069941503263,0.5611606657033863,0.20254465498783658,0.3095052754979172,0.04112642708969612,0.29765745516551356
2021-06-15 19:56:09,I6I3XT5T,"San Diego, CA",Réseaux Sociaux,-85.80273061858485,161.56457378890403,3.0,0.6810813920297096,0.3722891443875143,0.24816477032378054,0.6202252790055893,0.01508858833908944,0.2298858667503269
2022-07-17 10:19:39,T7H34LDG,"Phoenix, AZ",Visioconférence,-84.44362480325782,117.55007257633176,2.0,0.45860606284376565,0.49055966799055994,0.6966798629578965,0.6051116553749731,0.027356089783378775,0.1950744883553701
2019-05-22 18:57:46,4YBXHH2L,"San Antonio, TX",Navigation Web,-114.0159109142516,176.53203033243943,1.0,0.1825037164178402,0.1196269412208671,0.02550569454645084,0.9339634615685302,0.012310745159186946,0.06664765657738685
2022-04-28 03:55:45,YPA7O9BO,"Philadelphia, PA",Téléchargement de Fichiers,-32.80304412993689,34.49353599953014,5.0,0.6153746156253506,0.8157186318559612,0.3961501236368754,0.030854455117722057,0.13578437078936478,0.310147541382073
2020-02-02 18:44:49,O5NDXQC5,"Chicago, IL",Téléchargement de Fichiers,-57.78877472173401,72.8329003957229,5.0,0.7772025664911998,0.4853951894596569,0.662311913941152,0.30870252554889155,0.055003419970177325,0.2808607750342928
2021-09-15 23:23:28,8QRUA4DM,"Dallas, TX",Streaming Musical,-55.7864368775788,113.6386860371017,5.0,0.5653925859976128,0.39342469752115455,0.6570988871453918,0.2864359880824032,0.028906015933738528,0.207588355111011
2022-10-08 14:47:41,L22GHJPD,"New York, NY",Visioconférence,-69.15522517030013,160.8102460806441,3.0,0.7956854110578909,0.4885391342418427,0.9387239759054401,0.43510052352548156,0.015242272665829022,0.2760127910672064
2022-08-22 06:37:46,B5YSD8QC,"Dallas, TX",Streaming Vidéo,-99.60820617604864,211.62551789503905,3.0,0.5100619889805994,0.1968343054842363,0.7038483148103138,0.7737458947399678,0.007338364665076081,0.1588752342340543
2022-11-15 01:08:46,DQ3MTQMC,"Chicago, IL",Jeux en Ligne,-42.112780074837104,90.11490839874516,5.0,0.7175060885661345,0.6443175309332018,0.698663065192928,0.1343812324921424,0.04106545639241886,0.2862905158796186
2020-10-04 13:23:55,GKRRVV37,"San Jose, CA",Streaming Vidéo,-109.20184189997993,238.32215109583592,4.0,0.7057944900567666,0.6820434982174991,0.6584876905019863,0.8804297143113258,0.004536459547618988,0.27988926213372123
2023-07-22 21:38:39,WGG22PNF,"Houston, TX",Navigation Web,-90.50066702911096,99.62964994976964,4.0,0.6875439442869506,0.4183419971139173,0.3421623363546739,0.6724676003528607,0.03545573722758012,0.24350121994572027
2020-01-22 15:11:56,9F05WP0E,"Phoenix, AZ",Jeux en Ligne,-37.12730533059113,76.15124882840455,5.0,0.8805041633484124,0.8156944929236545,0.8028904226125665,0.0789414072373692,0.0518364297306351,0.35543932220831004
2019-11-04 03:38:41,ZAGJFOEV,"Chicago, IL",Streaming Musical,-74.17502894892024,173.90773096231064,5.0,0.41559441879115594,0.6122073848536265,0.7572367150596957,0.49092209691147615,0.012763226156825201,0.19892051896503926
2019-02-16 22:23:06,5TZMPDB2,"Chicago, IL",Réseaux Sociaux,-57.00475616596617,138.69751163241182,4.0,0.6444416776617397,0.6582368729736812,0.4407688434065079,0.2999840275205071,0.02049021964344618,0.2649685052723486
2021-08-13 11:57:31,Q28IMED7,"San Jose, CA",Jeux en Ligne,-65.20525126803602,56.22365050700172,5.0,0.8472394427068951,0.8498001594277144,0.9511519452959779,0.39117574722304804,0.07647345474923649,0.35839824827819006
2023-09-29 11:38:35,ZWZKOOQK,"San Antonio, TX",Réseaux Sociaux,-83.2338127148075,190.34540069660136,2.0,0.20143432308313142,0.5175126999857864,0.35598204795121713,0.5916582182971484,0.010134723936666788,0.13051916675281752
2023-08-27 22:11:03,1XVQVHK5,"San Antonio, TX",Visioconférence,-73.01806212066762,85.57423684015339,5.0,0.6681369168590482,0.8527356787345562,0.7590295130033341,0.47805631339548815,0.04418226247537187,0.30599014664378843
2019-01-02 00:23:06,BL07KHB0,"Phoenix, AZ",Visioconférence,-49.81774002045246,38.89695870523684,5.0,0.6017435070797802,0.692327187026792,0.44693973495626416,0.22006246745837177,0.11841170805043934,0.28388788183657365
2019-10-20 11:07:50,W9IDEP97,"San Jose, CA",Réseaux Sociaux,-95.61183621608984,217.99017825789505,1.0,0.15240573669660462,0.39176484997336547,0.38295271294612054,0.7293051817488423,0.006608067445936779,0.09851817853164016
2022-04-27 05:14:17,04F2BNWE,"Phoenix, AZ",Streaming Musical,-52.33567102893002,107.137152675355,4.0,0.5787669792782466,0.8502533221180848,0.32619767676593575,0.2480625401244071,0.03173271038074492,0.2801629207324606
2023-05-06 11:15:33,CWSPZYQA,"San Diego, CA",Navigation Web,-58.72538925051325,161.57546733816037,4.0,0.6351118853223934,0.4846745007419152,0.6399941517566635,0.3191179319987052,0.015086379433188187,0.23525074130018264
2020-02-03 08:22:23,AVOYD16Y,"Chicago, IL",Téléchargement de Fichiers,-72.9856132283756,128.11221901539997,2.0,0.45777157067842894,0.4921287689800616,0.6785715083249304,0.477695472951866,0.02364357575600087,0.19417310195561668
2019-10-07 09:36:50,695HAOSP,"Houston, TX",Streaming Musical,-49.62200239962043,157.7347282491765,5.0,0.6253366441807541,0.7197446828066799,0.6983350537871136,0.21788581226475412,0.015884082821601437,0.2682668841715909
2022-03-04 04:47:51,8DVVKOWX,"New York, NY",Streaming Musical,-95.51170491290378,149.9428100633404,4.0,0.48412864007956763,0.69592539327582,0.6496676305646367,0.7281916946215481,0.017627979659910243,0.22982796392624244
2023-12-05 10:41:15,OJJ59CS3,"Phoenix, AZ",Navigation Web,-31.52800113129669,98.6470495684692,3.0,0.7883909393780648,0.6167585386523005,0.12157300389722346,0.016675632705970778,0.035984953997123204,0.2986077541416421
2021-02-12 13:12:41,2MRB9LFU,"Dallas, TX",Réseaux Sociaux,-107.22919277872056,289.91994281947507,1.0,0.24885727220755846,0.43631049307719194,0.48161258630342163,0.8584933234595171,0.0005835398794410245,0.12780677698332865
2021-08-10 09:05:16,V9KYSAOM,"Chicago, IL",Réseaux Sociaux,-81.60268315927185,150.24893474611628,2.0,0.449683922317026,0.2578622546641816,0.36526894712534597,0.5735196172278796,0.017556052870549493,0.1554893319965211
2019-06-29 22:04:30,D5ZWCEGC,"San Antonio, TX",Streaming Musical,-32.626757767749126,172.52435789190972,4.0,0.4927985170476451,0.5230502276522185,0.30914242112476964,0.02889410317214869,0.01300728771675053,0.2049089853389317
2023-12-10 05:00:14,51GL5JMN,"Los Angeles, CA",Jeux en Ligne,-106.36899538149024,182.8483567816632,2.0,0.40204252198201956,0.4124660025707616,0.9394172973174623,0.8489276961454681,0.011274936913861673,0.16519926510958455
2019-03-25 08:52:57,FEDEA9O9,"Houston, TX",Streaming Vidéo,-52.24104752091013,130.56746648588003,5.0,0.7730538755592166,0.3344318924320817,0.9942270798212446,0.24701030116648814,0.022866614942450455,0.24914490649022902
2022-12-17 22:58:51,Z6VXF5RK,"Los Angeles, CA",Jeux en Ligne,-82.15905788741078,103.26864445791074,3.0,0.6115964203043361,0.43436162406237533,0.5818554913618565,0.5797066544282575,0.033583530966031894,0.22644923142694828
2019-02-26 23:22:35,3H2P5N8F,"New York, NY",Téléchargement de Fichiers,-90.25972188619556,188.55137744355,3.0,0.6116011578872538,0.4548353089400071,0.6077263160585181,0.6697882253074585,0.0103993211980784,0.2237254161123341
2019-10-09 08:58:08,X0YEBWJS,"San Diego, CA",Navigation Web,-97.0549035616185,92.9255878424743,5.0,0.42924701413564326,0.4416644746502158,0.6134221515257245,0.7453524802652602,0.03928877837574268,0.18338361932537883
,SS68SYKQ,"Los Angeles, CA",Jeux en Ligne,-89.99762635969763,226.82057900917712,2.0,0.20696375824991795,0.37502817098410923,0.9414383619898626,0.6668736522859275,0.005662722282925088,0.10941084578082713
2021-01-25 13:22:56,MJT639VX,"Dallas, TX",Streaming Vidéo,-85.5520131008937,253.79423109997225,2.0,0.5004911405259741,0.3982176420400926,0.5712221450233017,0.6174372325140993,0.003182418219298336,0.185651035992332
2022-08-05 05:22:00,TESFZD2C,"Houston, TX",Jeux en Ligne,-95.60079391360372,181.5900489997462,1.0,0.30475834791102263,0.5955797524180085,0.4561830468890148,0.7291823883637294,0.011475537939368237,0.168395434325299
2020-11-15 20:14:41,E9K7T1K1,"Dallas, TX",Visioconférence,-57.27299284879963,158.2547800196877,3.0,0.5429081218699181,0.6295585864970241,0.6404362255006383,0.3029668918586267,0.015773804081753,0.23410426946247137
2021-11-22 20:24:42,,"San Jose, CA",Streaming Vidéo,-107.98145616422087,245.61759931107463,2.0,0.4893327116246872,0.3480549763703082,0.6804386719937657,0.8668586954204995,0.0038767428737460294,0.17551061008015453
2021-08-11 20:42:10,UEEJAXJI,"San Antonio, TX",Réseaux Sociaux,-84.13714353582057,173.78853556256314,2.0,0.10947445510829797,0.5910388251555381,0.4319675329511933,0.6017035009298638,0.012784102232194072,0.11922046310845372
2021-07-07 03:59:08,EQ4DK3DA,"Houston, TX",Réseaux Sociaux,-53.45160484496189,177.62112023133898,4.0,0.39677682923430185,0.9116964114843195,0.5741857933639476,0.2604720254654177,0.012126890354773344,0.2389803916199167
2021-12-12 21:59:46,R8TDG33S,"San Diego, CA",Streaming Vidéo,-118.44255962743333,207.3488631594116,3.0,0.24340595966543224,0.7168930860227234,0.5843111495930363,0.9831889904725339,0.007854262697524948,0.1703490184941478
2022-06-25 21:03:17,OXPR20M2,"Houston, TX",Visioconférence,-104.9690707977409,171.47801412172086,3.0,0.41751892601456275,0.3966673890523297,0.8839913329795634,0.8333601567887599,0.013194504552999059,0.1671784659997399
2020-11-30 20:59:31,16620GAN,"Philadelphia, PA",Streaming Vidéo,-84.51952293908275,105.5778420266929,5.0,0.5755991436522878,0.2644059402154247,0.7233689461568491,0.6059556631381563,0.03246241843122545,0.19167628155319202
2023-12-28 15:38:57,TFENRSZE,"San Jose, CA",Jeux en Ligne,-101.42044563840368,161.22530196921542,3.0,0.5379745761146707,0.5289029755729473,0.7995123184481193,0.7938984868734904,0.015157532552941461,0.21761847350284513
2020-02-08 01:06:39,PTWC7NL9,"San Antonio, TX",Visioconférence,-30.69447090125045,45.81902134996733,5.0,0.4125080105474329,0.7957180571873257,0.7836483338441664,0.0074065514912541874,0.09785263902317849,0.24694787097075172
2021-10-20 21:32:40,DFJ5T9GP,"San Jose, CA",Réseaux Sociaux,-91.60380887379958,135.2930043431188,2.0,0.22057435157493105,0.16948472966854505,0.21489305798242558,0.6847348355186493,0.02145059195839708,0.08592894533361378
,X6O21A0R,"Houston, TX",Streaming Vidéo,-88.01728496208534,225.32408695541537,3.0,0.7281875527478937,0.3431268960620986,0.9866984616612428,0.6448517212441279,0.005817715864660317,0.2349703515624533
2020-09-09 09:40:10,S1QPOTRI,"Los Angeles, CA",Streaming Musical,-103.60757527580937,120.7541431321311,3.0,0.4528515528579583,0.1875811001907352,0.23734395113132506,0.8182199589754711,0.026161258725703133,0.14789036792452565
2020-02-07 06:33:55,D40V57CT,"Philadelphia, PA",Téléchargement de Fichiers,-85.8210606369779,158.3489758719614,5.0,0.583541200283494,0.3025703395766633,0.7746175560415883,0.6204291137593008,0.015753907014931883,0.19520932776110594
2019-08-11 02:25:56,CG4ZA0GR,"Los Angeles, CA",Téléchargement de Fichiers,-73.3890341869494,193.54106999743817,4.0,0.4041773576482006,0.41133598077876093,0.7341602652372191,0.48218162293653055,0.009675551638246616,0.16516362443842594
2022-09-07 01:16:29,KGWP1V3X,"Chicago, IL",Navigation Web,-82.40399109371043,154.41140697203474,3.0,0.5189485939534326,0.5026571754691448,0.1250483728385835,0.5824303778152863,0.01660634521046329,0.2092873111113457
2021-02-11 16:44:21,N5BZ7KZ2,"San Diego, CA",Streaming Vidéo,-70.26488965848276,171.9025264452209,2.0,0.3596438901715644,0.6839724976000439,0.5004139538725215,0.44744029224806425,0.013118274017361549,0.19578641568723806
2020-01-14 16:49:06,A1N1X77E,"Chicago, IL",Visioconférence,-62.54049484838527,126.07655972809484,2.0,0.658302692526821,0.5105900145253305,0.8637401132251884,0.36154293634129997,0.024310704359538724,0.2472418514003895
2019-12-23 12:10:09,MTKNW7E6,"Los Angeles, CA",Streaming Musical,-47.04000176789744,134.74998308016993,4.0,0.6208130068495425,0.5339202396121984,0.3100365591057501,0.1891732680891669,0.02160825944670967,0.2406933525158928
2020-07-01 03:38:25,Q8M7JGDT,"San Antonio, TX",Jeux en Ligne,-79.03560263202704,202.0319629480181,2.0,0.3457628365824896,0.36195724487545405,0.9144709955780391,0.5449729886425796,0.008526103137052446,0.1428658216612036
2019-08-09 09:36:25,RIEG3B4Q,"Phoenix, AZ",Téléchargement de Fichiers,-84.21607519510768,192.54907097953247,1.0,0.30029911919716246,0.5096941641999833,0.22499835310283145,0.6025812422930101,0.009816456523598086,0.15398301856018762
2022-09-09 04:24:16,QSK9KYGJ,"Dallas, TX",Streeming Vidéo,-64.24756324214087,93.41908191056744,2.0,0.2859178985445709,0.6229519879412885,0.04901977050278057,0.3805259977953742,0.03898786575802313,0.17466923926684175
2019-07-21 16:48:53,QQYVT9AC,"Los Angeles, CA",Jeux en Ligne,-55.30858107145974,129.84125472636683,4.0,0.8547570563422441,0.591839101594635,0.8682795833226372,0.2811221024953193,0.023093363728312336,0.3082384702568344
2020-02-08 21:19:55,B60HZOYO,"Dallas, TX",Streaming Vidéo,-115.65684913553578,248.23576872915356,1.0,0.029125047558152664,0.12743237144755248,0.7437140903893575,0.9522111376493028,0.0036494408630006157,0.02730847782242119
2021-12-04 07:23:37,Q5HCL53S,"San Antonio, TX",Jeux en Ligne,-102.28725825914918,254.7850250940372,1.0,0.44842995774834954,0.121730035233824,0.4533397471742413,0.8035376772591658,0.00310131145154334,0.13114232258504682
2019-06-28 16:51:34,1GUPBQ3Z,,Navigation Web,-92.5343536383806,114.4286169143654,1.0,0.11867259435711909,0.3818299272699263,0.5402505441717605,0.6950827445517174,0.02858445919754558,0.09408875247915512
2021-03-05 17:38:25,03W4SDV0,"San Antonio, TX",Jeux en Ligne,-34.49530163287612,129.51517560279808,2.0,0.9871625385341706,0.6910156293151161,0.5450132849044214,0.04967281546691665,0.023196004286847805,0.356241980102522
2023-11-20 20:16:52,8N5IKX2G,"San Antonio, TX",Streaming Musical,-89.28464663884836,209.5755467002057,3.0,0.44274505227606387,0.34410065591012107,0.7727694223946848,0.6589451252826163,0.007583027774535022,0.16419711839916787
2023-06-12 16:23:45,QRLQBSVA,"Houston, TX",Jeux en Ligne,-85.73136700309098,108.86940310560806,2.0,0.5816958853822187,0.2871186023587492,0.7803486085456682,0.6194316963328269,0.03094658085159591,0.19622840691226606
2021-06-12 07:13:45,HT2KFERM,"San Diego, CA",Navigation Web,-119.31653854565144,240.01229757739952,1.0,0.19874624576878552,0.0,0.28722802179161355,0.9929078720210347,0.004380052681183581,0.050781574612492275
2022-03-29 13:19:20,VZ3W4N6P,"Phoenix, AZ",Jeux en Ligne,-33.83731214598865,21.99550811112798,5.0,0.7473726435350058,0.7929136021113248,0.8579529748515045,0.042355794712850725,0.2229808897519996,0.3615254236384501
2022-02-21 15:13:21,KM34871L,"Los Angeles, CA",Téléchargement de Fichiers,-105.27706786816674,174.1811149515226,3.0,0.5209473670846342,0.41260886846943784,0.4157073950827952,0.8367851673723754,0.01271545315891525,0.195307035331303
2019-12-17 15:45:47,EBKXYXFL,"San Jose, CA",Jeux en Ligne,-68.94919918008564,177.64168006611158,2.0,0.4006678034903854,0.6490308302668392,0.6196212279172499,0.43280945888642885,0.012123441225138917,0.20055243571890696
2020-07-18 18:50:16,2Q8UO5NR,"New York, NY",Réseaux Sociaux,-49.61167354852872,151.43309297901104,5.0,0.4593602835202655,0.6180205757228758,0.546446104435009,0.21777095265178192,0.017280562185851247,0.21186329778496055
2022-11-21 11:32:39,D93L5UME,"Phoenix, AZ",Jeux en Ligne,-31.53652429242985,75.46049108365466,5.0,0.7727878263342082,0.8052533339404586,0.564974314829991,0.0167704125590602,0.052472724685650146,0.32710313784603334
2020-03-28 15:54:07,2A1NJMZR,"Phoenix, AZ",Streaming Musical,-80.13325796854791,145.33499897962497,3.0,0.4012873950723729,0.2257324183641659,0.6008741144238399,0.557179212356163,0.018747232439287987,0.1388685196325401
2021-07-10 13:19:54,W6CDGGQJ,"New York, NY",Jeux en Ligne,-116.83153979760574,214.07370091515264,2.0,0.5671406202205886,0.15307907516011515,0.49776065400353586,0.965274014982848,0.00705231469655402,0.16651009500330294
2021-09-10 15:40:08,494I80UJ,"New York, NY",Téléchargement de Fichiers,-58.0654253242352,192.6598211745164,4.0,0.35546211076314943,0.5716870386848326,0.34229867101728845,0.3117789549455092,0.009800653459810078,0.17706874685846477
2021-06-15 21:07:22,RT7T4DIA,"San Diego, CA",Téléchargement de Fichiers,-76.85346030276506,98.57192513365476,5.0,0.6684968831618535,0.4168610280389426,0.6625856129640182,0.520706976753751,0.036025849283398984,0.2386598373171545
2022-02-26 14:21:56,S6NG0JC8,"Chicago, IL",Téléchargement de Fichiers,-70.83936546760859,89.27290554084806,5.0,0.7237352387543787,0.6125126123641373,0.3764430801290818,0.453828618356383,0.04161947789922353,0.28321557101802114
2021-07-26 10:21:40,RMX8HLUS,"New York, NY",Streaming Vidéo,-64.09309841658686,66.93356430093166,5.0,0.44650120471618826,0.5486217353055229,0.9039762285795795,0.3788083072290731,0.06140903679093537,0.20927082067260933
2022-11-06 17:00:10,Q3OIF221,"Philadelphia, PA",Jeux en Ligne,-80.5503375195776,173.192274151033,1.0,0.279487831210533,0.4918344127656536,0.785660323439612,0.5618172495768133,0.012888963822382485,0.1468693606730769
2020-09-19 03:29:59,ZP4E3O62,"San Antonio, TX",Navigation Web,-92.4065452589384,150.510668083347,2.0,0.3758148817683618,0.3269471076441292,0.3857467735080097,0.6936614808635302,0.017494788252309882,0.14736948365178731
2020-11-12 23:28:51,F9PKZ05Y,"San Antonio, TX",Navigation Web,-50.20429591638518,162.33754720365,3.0,0.6630209101217657,0.7174208234042043,0.28190958161908847,0.22436107339283096,0.014932586825460507,0.2771014977474372
2021-06-26 21:29:40,YORZ1Y4V,"San Jose, CA",Visioconférence,-65.17632214605362,115.48461150110748,4.0,0.6571142180833816,0.6229887796999558,0.6995735407200845,0.3908540475756215,0.028161467055502962,0.2647672382397145
2022-02-21 17:36:52,F2RL9NP2,"Dallas, TX",Jeux en Ligne,-88.9623759005357,214.62312270394284,1.0,0.6090662002892995,0.4925271918069046,0.7009233256362649,0.6553613876581501,0.00698901590398664,0.2278928828193572
2023-10-21 06:48:28,HDCZXQYC,"San Antonio, TX",Streaming Musical,-108.6840831889191,208.66520195130596,1.0,0.18564354792314344,0.059959695809104034,0.2763254318111965,0.8746720976473406,0.007693218394796232,0.05732814595085052
2019-02-12 11:55:32,W9XTINBE,"San Jose, CA",Streaming Musical,-115.64835354093444,193.78295192759543,1.0,0.0,0.1741259199484684,0.22922221189248748,0.9521166643434902,0.009641413165004088,0.02852924128352128
2021-08-31 05:06:05,JIWQI1OJ,"Dallas, TX",Réseaux Sociaux,-67.64218685622245,128.93414834101267,4.0,0.3320426681182566,0.3785730846816701,0.48117997940762613,0.4182751289463481,0.023380182081880013,0.14564167525228466
2023-06-19 23:54:28,6RF2WPAD,"Los Angeles, CA",Réseaux Sociaux,-52.44411031474992,174.1067382900786,3.0,0.41233209313820585,0.7670316876425703,0.30127835396685343,0.24926841426177904,0.012728435392186977,0.22131988527898377
2020-01-13 14:44:04,APKGBD0E,"Los Angeles, CA",Streaming Musical,-96.5622180862876,155.44645734440147,1.0,0.05971048449859294,0.2528513212463766,0.28035435685604804,0.7398736847524687,0.01637808477003776,0.05694984050411416
2022-02-28 22:31:43,V486E7DB,"New York, NY",Jeux en Ligne,-111.13613828296305,254.80554483557043,1.0,0.31562294777420363,0.002513148755989097,0.8494792331941056,0.9019396123581052,0.003099638364689697,0.0800576188481217
2020-04-08 20:29:08,1AUDWGXQ,"Los Angeles, CA",Streaming Vidéo,-57.74003115935056,130.08002785553367,5.0,0.793412415990686,0.5773027913844233,0.6803938312860887,0.30816048397422446,0.02301853101366579,0.29070315545875147
2019-09-19 21:23:36,9I9YD88E,"San Diego, CA",Téléchargement de Fichiers,-61.42323541035652,149.7473136029136,4.0,0.6758391635150031,0.6632314825471782,0.49434004124273534,0.34911870972576053,0.017674067206210693,0.27286303006238016
2022-07-24 06:06:15,JQSGCMRU,"San Jose, CA",Streaming Musical,-72.91647608287339,79.64830841258721,5.0,0.3945475021986394,0.47270904516653894,0.6786598106010533,0.4769266492265668,0.04878446985522221,0.18173934978844625
2020-01-24 08:12:33,BDKJQSQG,"New York, NY",Jeux en Ligne,-102.0737257329916,144.1891318894073,1.0,0.19675720564482416,0.26289432969118076,0.555689291601975,0.8011631379136301,0.01903667399344682,0.09338261936324485
2022-03-04 14:49:32,41ADRYC6,"San Jose, CA",Réseaux Sociaux,-56.59772497884409,129.61074249172654,2.0,0.6200745127637979,0.42545820733267825,0.13931727739447475,0.29545773081960913,0.023165869011428943,0.22462882654370842
2019-03-06 14:20:07,4FV6X3M9,,Jeux en Ligne,-82.59585798074228,162.02993262988528,3.0,0.6245544852974374,0.37903524304370584,0.8095153829851278,0.5845639894039318,0.01499449130117787,0.2167425306062097
2023-05-25 12:48:52,QYY3R9IK,"San Diego, CA",Jeux en Ligne,-65.05926201343138,187.10684860583584,2.0,0.4803468719668128,0.5082569323371754,0.7802057469970255,0.38955230729414314,0.010616059764610847,0.19897927278343222
2019-11-27 00:17:16,CGQNZXX0,"San Antonio, TX",Streaming Musical,-98.05315774462876,237.3902245374759,1.0,0.4018627050911933,0.26683130840354974,0.2397015025637823,0.7564533363130841,0.00462365298946249,0.1416462857806964
2022-01-30 10:41:59,OBFF0ZBF,"Phoenix, AZ",Streaming Vidéo,-38.31216518815161,115.13611830983363,5.0,0.9613133391034134,0.39564515268403017,0.49584770621008845,0.0921173687704937,0.02830020267257054,0.3067501583466005
2020-02-08 16:31:10,7VG8W9JR,"Houston, TX",Streaming Vidéo,-77.3251239831763,202.9833085892132,2.0,0.2889478233693864,0.5934229457089879,0.7231113328100086,0.5259520042310644,0.008403306267341534,0.16335122426553017
2021-02-04 21:39:32,U511J581,"Phoenix, AZ",Réseaux Sociaux,-91.3987515035422,297.7280754948,2.0,0.7620305263221822,0.48305683152778867,0.39924648388562,0.682454542195051,0.00010471282829240328,0.26299233451678694
2020-03-02 06:22:21,QTQN1ZAY,,Streaming Musical,-95.8000901125614,228.4710340661028,3.0,0.2962155578387776,0.490377800920122,0.7263146726586254,0.731398615906935,0.00549413707162022,0.14898409386561776
2019-04-05 17:37:06,8SAJJK10,"Los Angeles, CA",Visioconférence,-116.48828271194787,297.66772037126805,1.0,0.247408960883042,0.38460226185939717,0.4788596528515018,0.9614569035095026,0.00010831771802949364,0.11956965892917745
2019-02-21 05:10:08,QTBDQ2TZ,"Philadelphia, PA",Réseaux Sociaux,-110.14286505392316,250.81105491472837,1.0,0.2629974929520698,0.3489868992730789,0.28525078038784873,0.8908941458633102,0.003430491423660538,0.11895503098489442
2021-02-28 05:40:54,HGV94Y7D,"Philadelphia, PA",Navigation Web,-118.42567834835287,268.2296164077157,2.0,0.42345582671855164,0.03883308845152609,0.5225533810009662,0.9830012660911445,0.0020599623378355497,0.11220391053182571
2019-05-12 18:15:30,UPAWTVKO,"Phoenix, AZ",Navigation Web,-73.57484880602235,107.99813632395782,2.0,0.552289376282036,0.44139196504789174,0.08246386187159337,0.48424793167133573,0.031338826764694294,0.21211584551886636
2019-07-26 22:27:31,CQR6R0BQ,"Dallas, TX",Jeux en Ligne,-83.97261483235529,172.7749009141421,2.0,0.5487776475217253,0.4602422339246093,0.5904173569122251,0.5998738973239008,0.012962795851460568,0.20947144593198785
2021-02-15 10:37:38,BK4DXGZW,"San Diego, CA",Réseaux Sociaux,-66.51683461836907,207.34329252606625,1.0,0.6159424489809031,0.38186930729196716,0.22724220517429689,0.40576090821166955,0.007854948568302,0.21322974548109636
2019-11-08 18:31:21,FQM1C3O3,"San Diego, CA",Téléchargement de Fichiers,-85.75363008600826,199.6963417458878,4.0,0.864796129393149,0.265656628388594,0.6000963172827187,0.6196792678259913,0.008832540411173352,0.25825566170936964
2019-02-13 11:02:04,8XIHAZUZ,"Dallas, TX",Réseaux Sociaux,-81.94408197814164,158.26481245498644,2.0,0.4659167595233027,0.37252739109347544,0.07962609598850999,0.5773160642728019,0.01577168379530491,0.17630121949367322
2019-10-07 18:27:48,GFFR499M,"San Diego, CA",Téléchargement de Fichiers,-103.5277046910164,235.13463623310489,1.0,0.6903521272274865,0.43417215547898147,0.6239635677226879,0.8173317765071855,0.004837552489627646,0.23892324325112577
2022-06-24 03:51:38,8M53LYBX,"Houston, TX",Téléchargement de Fichiers,-41.142822179429245,14.22098542343062,5.0,0.8127526421782987,0.6192605085689874,0.6974905870404805,0.12359503880257183,0.35454560165840365,0.3847136372445237
2023-01-12 01:06:03,9DC0ICPN,"San Antonio, TX",Téléchargement de Fichiers,-95.94382665235926,159.2860386944477,3.0,0.3049603427996753,0.597611382461702,0.5394945182787982,0.7329970050389463,0.015557251961453914,0.1697711060595376
2023-10-20 01:50:04,7FMUF7RB,"Phoenix, AZ",Visioconférence,-86.44854488805404,164.91441576146127,1.0,0.5409221191855272,0.5421910544502935,0.5750910912010078,0.6274069080546051,0.014423086999438662,0.22016495971378547
2021-08-23 21:36:44,TJIBNNNP,"Chicago, IL",Streaming Vidéo,-109.1213355949313,150.6920908357768,1.0,0.07652055534729692,0.20218911731873243,0.9479120802662832,0.8795344624621504,0.017452447030761428,0.05382161819232445
2022-02-04 16:13:31,D9JM4MH7,"Philadelphia, PA",Visioconférence,-90.21532045435,233.1157041323016,1.0,0.24867760054486832,0.528375967806494,0.717570686765704,0.6692944693967662,0.005032520315566426,0.14268392538608277
2020-03-10 23:39:35,0GITFSTI,"San Antonio, TX",Streaming Vidéo,-39.61208895773237,28.769480395054455,5.0,0.7891575557037205,0.590049179419367,0.9258673830424423,0.1065728720730148,0.16631694931538665,0.32737600316768184
2023-02-02 00:05:59,L42CTURA,"San Jose, CA",Téléchargement de Fichiers,-39.30607915561865,124.27694616570932,5.0,0.9260853800006608,0.7097832258420488,0.6122421082740216,0.10316996044960064,0.024918676542291792,0.34421849801204546
2023-09-10 21:18:00,PQ0CR017,"Chicago, IL",Téléchargement de Fichiers,-88.8211368447163,195.9030011422433,2.0,0.2074770611917649,0.4118671586467698,0.3390880117653467,0.6537907712223104,0.00934580347895917,0.1159857899646965
